(second, ((avg best buy, avg best ask), (#crossings best buy, #crossings best ask)))
(u'144035', ((547.87159420289868, 540.58985507246359), (24, 2)))
(u'144036', ((547.67308510638316, 501.7974468085103), (18, 14)))
(u'144037', ((547.38634146341474, 508.38317073170731), (12, 6)))
(u'144038', ((547.7690322580645, 548.69193548387113), (17, 10)))
(u'144039', ((547.88999999999987, 548.64153846153852), (9, 10)))
(u'144040', ((548.03444444444438, 549.10361111111092), (12, 8)))
(u'144041', ((548.07142857142867, 548.68285714285719), (2, 3)))
(u'144042', ((523.68022222222203, 548.63466666666636), (4, 12)))
(u'144043', ((547.96906249999995, 548.49156249999976), (10, 8)))
(u'144044', ((547.94947368421049, 548.70263157894738), (9, 6)))
(u'144045', ((548.04847826086962, 548.57978260869572), (17, 16)))
(u'144046', ((479.57541666666674, 548.93375000000003), (6, 10)))
(u'144047', ((533.10837837837835, 548.71945945945959), (2, 13)))
(u'144048', ((548.13272727272727, 548.61272727272728), (5, 3)))
(u'144049', ((547.9111764705882, 549.12411764705882), (9, 10)))
(u'144050', ((547.63837837837843, 548.7348648648649), (10, 16)))
(u'144051', ((548.04039999999998, 548.63639999999987), (15, 11)))
(u'144052', ((547.97666666666669, 548.75583333333327), (6, 6)))
(u'144053', ((525.9588, 549.4104000000001), (1, 12)))
(u'144054', ((522.91272727272735, 549.31999999999994), (2, 9)))
(u'144055', ((547.91518518518512, 549.14111111111117), (15, 13)))
(u'144056', ((547.93461538461543, 548.58999999999992), (12, 9)))
(u'144057', ((547.81661016949147, 548.46576271186439), (36, 23)))
(u'144058', ((542.11556701030929, 548.36608247422657), (2, 27)))
(u'144059', ((505.81891304347823, 518.63391304347806), (14, 8)))
(u'144100', ((539.28268656716421, 425.40686567164153), (1, 24)))
(u'144101', ((547.46589743589743, 477.89974358974348), (13, 10)))
(u'144102', ((547.42309859154932, 470.80760563380278), (36, 20)))
(u'144103', ((547.25970588235293, 531.96205882352933), (15, 2)))
(u'144104', ((547.41948717948708, 512.75461538461548), (34, 10)))
(u'144105', ((547.23818181818183, 448.20763636363642), (25, 18)))
(u'144106', ((507.13145161290333, 494.72725806451643), (16, 24)))
(u'144107', ((490.39793103448284, 491.0063793103447), (11, 9)))
(u'144108', ((425.58857142857147, 417.21269841269856), (15, 25)))
(u'144109', ((523.82542857142846, 461.58628571428591), (6, 21)))
(u'144110', ((454.64966101694927, 501.52745762711874), (14, 9)))
(u'144111', ((546.59074074074078, 507.36333333333317), (7, 4)))
(u'144112', ((547.16000000000008, 548.25250000000005), (3, 2)))
(u'144113', ((430.20999999999998, 352.26714285714286), (4, 8)))
(u'144114', ((547.39599999999996, 460.19319999999988), (8, 6)))
(u'144115', ((547.322, 446.7101538461539), (30, 19)))
(u'144116', ((501.73500000000013, 410.90833333333325), (4, 7)))
(u'144117', ((519.94225000000017, 438.30950000000001), (4, 16)))
(u'144118', ((547.20000000000005, 502.08999999999997), (3, 1)))
(u'144119', ((547.25142857142862, 548.14571428571435), (2, 4)))
(u'144120', ((450.71588235294126, 451.06058823529406), (4, 4)))
(u'144121', ((410.29250000000002, 479.34875000000005), (4, 2)))
(u'144122', ((466.02407407407401, 405.93888888888893), (8, 10)))
(u'144123', ((449.63660714285726, 469.53714285714301), (18, 16)))
(u'144124', ((518.51105263157888, 547.92894736842095), (2, 8)))
(u'144125', ((547.36959999999999, 548.05280000000016), (14, 8)))
(u'144126', ((547.46600000000001, 547.87200000000007), (1, 2)))
(u'144127', ((466.64639344262309, 547.92442622950819), (16, 20)))
(u'144128', ((273.71499999999997, 547.923888888889), (9, 6)))
(u'144129', ((195.51142857142855, 547.89428571428573), (5, 6)))
(u'144130', ((518.73526315789479, 548.10000000000014), (1, 6)))
(u'144131', ((533.91125000000011, 548.07774999999992), (2, 14)))
(u'144132', ((298.62590909090909, 448.3368181818181), (10, 6)))
(u'144133', ((308.00624999999997, 376.80999999999995), (9, 6)))
(u'144134', ((360.64609756097559, 387.71951219512204), (12, 16)))
(u'144135', ((518.03774774774786, 498.83711711711709), (12, 18)))
(u'144136', ((536.93826923076892, 421.85942307692312), (2, 18)))
(u'144137', ((524.25914893617005, 443.33829787234055), (4, 15)))
(u'144138', ((547.43928571428569, 509.15785714285727), (7, 4)))
(u'144139', ((513.2896874999999, 462.4281249999998), (4, 9)))
(u'144140', ((424.23575, 438.58049999999992), (14, 12)))
(u'144141', ((391.19285714285712, 391.47999999999996), (4, 4)))
(u'144142', ((328.54800000000006, 383.75200000000007), (2, 5)))
(u'144143', ((219.05900000000003, 273.99599999999998), (4, 5)))
(u'144144', ((273.86166666666668, 456.74500000000006), (3, 2)))
(u'144145', ((426.01166666666671, 426.36222222222227), (6, 6)))
(u'144146', ((487.82804347826078, 464.52847826086935), (14, 16)))
(u'144147', ((461.7075000000001, 530.88593749999984), (8, 2)))
(u'144148', ((307.91031249999997, 513.74812499999996), (14, 4)))
(u'144149', ((394.13719999999995, 547.95519999999999), (9, 8)))
(u'144150', ((437.91549999999995, 547.95050000000015), (6, 10)))
(u'144151', ((341.9431249999999, 445.2784375), (15, 9)))
(u'144152', ((374.27789473684209, 461.39789473684209), (10, 5)))
(u'144153', ((434.67235294117648, 451.12235294117647), (8, 9)))
(u'144154', ((466.19777777777779, 446.52629629629627), (7, 8)))
(u'144155', ((412.51543859649121, 422.90578947368431), (22, 18)))
(u'144156', ((295.49400000000003, 405.51639999999992), (23, 21)))
(u'144157', ((450.55647058823536, 499.40117647058821), (10, 6)))
(u'144158', ((343.65372093023268, 446.1400000000001), (20, 12)))
(u'144159', ((504.73807692307696, 505.84192307692308), (3, 4)))
(u'144200', ((429.77928571428572, 469.71714285714285), (4, 4)))
(u'144201', ((546.48400000000004, 547.86199999999997), (1, 1)))
(u'144202', ((546.33749999999986, 547.83375000000001), (4, 4)))
(u'144203', ((547.04733333333331, 547.86400000000003), (8, 5)))
(u'144204', ((547.45315789473682, 547.82473684210527), (7, 8)))
(u'144205', ((547.4347619047619, 547.81523809523821), (8, 11)))
(u'144206', ((547.37749999999994, 547.801875), (9, 8)))
(u'144207', ((546.8175, 548.02083333333337), (4, 4)))
(u'144208', ((547.40333333333319, 547.90571428571434), (15, 10)))
(u'144209', ((547.34222222222218, 547.8844444444444), (5, 5)))
(u'144210', ((547.40500000000009, 547.82833333333338), (3, 2)))
(u'144211', ((547.48000000000002, 547.88499999999999), (1, 1)))
(u'144212', ((547.53999999999996, 547.81166666666672), (0, 4)))
(u'144213', ((546.90159999999992, 547.88080000000002), (4, 11)))
(u'144214', ((546.46634146341478, 547.79926829268288), (16, 18)))
(u'144215', ((546.25062500000001, 547.82437500000003), (4, 5)))
(u'144216', ((546.91666666666652, 547.87666666666667), (2, 3)))
(u'144217', ((546.88052631578921, 547.80368421052628), (8, 9)))
(u'144218', ((546.70981481481465, 548.02240740740717), (19, 20)))
(u'144219', ((547.30549999999982, 547.92050000000017), (11, 10)))
(u'144220', ((547.13714285714275, 547.82214285714292), (2, 4)))
(u'144221', ((547.32124999999996, 547.85781249999991), (14, 12)))
(u'144222', ((546.58833333333325, 547.74833333333333), (1, 2)))
(u'144223', ((547.07227272727278, 547.66090909090917), (15, 16)))
(u'144224', ((547.18999999999994, 547.78529411764703), (8, 5)))
(u'144225', ((547.10464285714284, 547.80678571428575), (13, 10)))
(u'144226', ((546.97866666666653, 547.63666666666677), (7, 4)))
(u'144227', ((530.53303030303016, 531.13303030303018), (2, 2)))
(u'144228', ((478.79999999999995, 479.16750000000002), (2, 2)))
(u'144229', ((164.148, 492.79400000000004), (6, 2)))
(u'144230', ((547.25999999999988, 547.68666666666661), (2, 5)))
(u'144231', ((547.15999999999997, 547.66999999999996), (0, 0)))
(u'144232', ((546.79999999999995, 548.07000000000005), (0, 0)))
(u'144233', ((478.76749999999998, 547.67624999999998), (2, 2)))
(u'144234', ((536.69849056603766, 495.92867924528309), (2, 8)))
(u'144235', ((405.21629629629621, 446.141111111111), (12, 10)))
(u'144236', ((547.15999999999997, 547.65666666666664), (1, 2)))
(u'144237', ((416.94333333333338, 547.90380952380963), (5, 12)))
(u'144238', ((415.79050000000018, 547.83489999999995), (40, 46)))
(u'144239', ((350.01599999999991, 503.82320000000004), (9, 4)))
(u'144240', ((273.57949999999994, 410.76850000000002), (8, 7)))
(u'144241', ((393.22343749999987, 479.07312499999978), (12, 4)))
(u'144242', ((546.61200000000008, 547.60400000000004), (1, 3)))
(u'144243', ((503.11919999999998, 525.6952), (3, 2)))
(u'144244', ((486.00111111111102, 486.77111111111105), (2, 2)))
(u'144245', ((547.12545454545455, 547.52090909090919), (7, 5)))
(u'144246', ((437.62800000000004, 492.84899999999988), (3, 2)))
(u'144247', ((547.08999999999992, 547.64800000000002), (1, 1)))
(u'144248', ((547.15250000000003, 547.59249999999997), (1, 1)))
(u'144249', ((547.14999999999998, 547.58500000000004), (1, 1)))
(u'144250', ((547.04999999999995, 547.62), (1, 1)))
(u'144251', ((547.24800000000005, 547.69900000000007), (3, 6)))
(u'144252', ((445.84185185185169, 547.61518518518506), (8, 12)))
(u'144253', ((547.1448275862067, 528.66103448275851), (10, 2)))
(u'144254', ((527.55642857142834, 528.0114285714285), (1, 2)))
(u'144255', ((546.755, 547.495), (1, 1)))
(u'144256', ((547.29999999999995, 547.46000000000004), (0, 0)))
(u'144257', ((337.40893617021283, 372.71319148936169), (15, 24)))
(u'144258', ((247.49636363636364, 448.05136363636359), (9, 6)))
(u'144259', ((420.49920634920625, 451.77126984126988), (37, 39)))
(u'144300', ((546.64421874999994, 504.45781249999987), (30, 8)))
(u'144301', ((546.39260869565226, 404.40608695652173), (5, 8)))
(u'144302', ((539.73775000000012, 485.62912500000022), (2, 15)))
(u'144303', ((546.42913043478268, 404.4873913043478), (10, 8)))
(u'144304', ((546.29000000000008, 414.12648648648644), (15, 9)))
(u'144305', ((513.96941176470591, 498.79617647058825), (4, 6)))
(u'144306', ((546.48714285714266, 520.94285714285706), (11, 2)))
(u'144307', ((425.12333333333328, 486.36222222222227), (4, 2)))
(u'144308', ((546.51166666666666, 546.93583333333322), (3, 3)))
(u'144309', ((546.44592592592596, 546.91111111111104), (8, 11)))
(u'144310', ((447.91642857142858, 546.79964285714289), (8, 10)))
(u'144311', ((263.00037037037043, 445.63185185185188), (16, 9)))
(u'144312', ((141.04548387096773, 388.19193548387096), (11, 10)))
(u'144313', ((421.20729166666678, 501.61062499999997), (16, 8)))
(u'144314', ((437.1936, 547.06040000000019), (7, 9)))
(u'144315', ((384.42705882352942, 450.48294117647055), (7, 6)))
(u'144316', ((242.95222222222219, 440.72722222222234), (13, 9)))
(u'144317', ((248.45454545454547, 447.58090909090902), (7, 3)))
(u'144318', ((428.21270270270259, 443.47540540540552), (11, 13)))
(u'144319', ((237.54869565217388, 404.49260869565217), (11, 8)))
(u'144320', ((409.77250000000004, 410.23916666666656), (3, 4)))
(u'144321', ((229.11290322580643, 388.30903225806452), (15, 14)))
(u'144322', ((21.02269230769231, 231.37192307692311), (2, 11)))
(u'144323', ((327.93333333333334, 401.08866666666665), (7, 4)))
(u'144324', ((431.50263157894733, 489.70684210526309), (6, 4)))
(u'144325', ((518.10128205128194, 519.14282051282055), (4, 4)))
(u'144326', ((541.4213223140498, 543.10595041322324), (10, 2)))
(u'144327', ((546.68967741935489, 547.461935483871), (9, 16)))
(u'144328', ((546.69285714285718, 547.85285714285715), (4, 3)))
(u'144329', ((546.87375000000009, 547.36374999999998), (8, 8)))
(u'144330', ((546.62166666666667, 547.32000000000005), (4, 6)))
(u'144331', ((546.79999999999995, 547.34500000000003), (2, 1)))
(u'144332', ((546.97749999999996, 547.71749999999997), (1, 2)))
(u'144333', ((546.8125, 547.51249999999993), (8, 3)))
(u'144334', ((546.80999999999995, 547.58999999999992), (1, 1)))
(u'144335', ((546.82923076923078, 547.46076923076919), (7, 7)))
(u'144336', ((547.0140740740743, 527.24370370370366), (10, 2)))
(u'144337', ((546.84571428571428, 547.5428571428572), (2, 1)))
(u'144338', ((535.19574468085091, 547.63531914893599), (2, 24)))
(u'144339', ((546.6055555555555, 547.72500000000002), (6, 7)))
(u'144340', ((546.89363636363646, 547.64909090909089), (11, 10)))
(u'144341', ((547.10333333333335, 547.64333333333332), (4, 5)))
(u'144342', ((547.10384615384623, 547.63538461538462), (7, 6)))
(u'144343', ((536.65533980582507, 526.460776699029), (4, 8)))
(u'144344', ((547.13099999999997, 529.5483333333334), (23, 4)))
(u'144345', ((547.23000000000002, 547.81375000000003), (4, 2)))
(u'144346', ((547.23555555555538, 547.66111111111104), (9, 9)))
(u'144347', ((532.50493333333327, 525.7725333333334), (4, 4)))
(u'144348', ((546.54740000000015, 536.68579999999997), (4, 2)))
(u'144349', ((546.86836734693873, 547.80836734693867), (19, 28)))
(u'144350', ((540.71634146341478, 534.51792682926828), (2, 4)))
(u'144351', ((547.30022222222226, 548.35266666666655), (22, 9)))
(u'144352', ((547.20716216216226, 547.7135135135137), (39, 27)))
(u'144353', ((547.22324324324302, 532.90783783783775), (17, 2)))
(u'144354', ((546.93535714285713, 547.72452380952382), (26, 39)))
(u'144355', ((547.03800000000012, 547.62850000000003), (14, 10)))
(u'144356', ((547.02666666666676, 547.66999999999996), (4, 4)))
(u'144357', ((547.09100000000001, 547.91399999999999), (3, 3)))
(u'144358', ((470.10312499999992, 479.00484375000002), (15, 10)))
(u'144359', ((156.26542857142854, 547.56314285714279), (14, 20)))
(u'144400', ((345.5068421052631, 547.51368421052632), (9, 5)))
(u'144401', ((504.13, 515.47705882352932), (7, 6)))
(u'144402', ((547.02357142857136, 489.23214285714295), (11, 4)))
(u'144403', ((546.96833333333359, 548.00500000000011), (9, 7)))
(u'144404', ((547.09882352941179, 547.78882352941173), (5, 7)))
(u'144405', ((546.97391304347832, 548.03565217391304), (6, 12)))
(u'144406', ((535.72791666666649, 502.42812499999997), (2, 8)))
(u'144407', ((547.11666666666667, 365.15333333333336), (3, 4)))
(u'144408', ((273.61500000000001, 273.76499999999999), (1, 1)))
(u'144409', ((364.90111111111111, 60.845555555555556), (3, 2)))
(u'144410', ((526.79333333333352, 223.15962962962962), (2, 12)))
(u'144411', ((531.49771428571421, 281.66714285714289), (2, 17)))
(u'144412', ((546.81343750000008, 496.36375000000004), (4, 3)))
(u'144413', ((547.26583333333349, 479.32791666666662), (8, 6)))
(u'144414', ((519.89450000000011, 301.46050000000002), (1, 10)))
(u'144415', ((526.82249999999999, 371.78678571428566), (4, 16)))
(u'144416', ((547.19769230769236, 379.20000000000005), (4, 4)))
(u'144417', ((547.35151515151506, 265.5615151515151), (11, 15)))
(u'144418', ((547.30187500000011, 410.95687499999991), (11, 14)))
(u'144419', ((547.40043478260861, 333.42130434782615), (4, 14)))
(u'144420', ((547.27000000000021, 195.63142857142859), (2, 6)))
(u'144421', ((481.66200000000021, 394.34719999999999), (6, 10)))
(u'144422', ((501.56666666666666, 205.40125), (4, 16)))
(u'144423', ((546.97487804878028, 480.98073170731715), (17, 10)))
(u'144424', ((546.53499999999997, 547.71000000000004), (3, 3)))
(u'144425', ((547.03833333333341, 547.71388888888885), (7, 6)))
(u'144426', ((547.36500000000001, 547.875), (1, 1)))
(u'144427', ((547.15666666666664, 547.68333333333339), (2, 1)))
(u'144428', ((546.80181818181813, 522.89954545454555), (9, 2)))
(u'144430', ((546.55333333333328, 547.74666666666667), (3, 2)))
(u'144431', ((547.42333333333329, 547.70000000000005), (1, 1)))
(u'144432', ((547.28499999999997, 410.78250000000003), (1, 2)))
(u'144433', ((465.30399999999997, 164.30700000000002), (6, 10)))
(u'144434', ((456.05833333333334, 182.62749999999997), (3, 4)))
(u'144435', ((547.36399999999992, 219.06999999999999), (1, 3)))
(u'144436', ((507.05560975609751, 333.98902439024374), (6, 26)))
(u'144437', ((480.5448780487805, 307.26146341463408), (9, 21)))
(u'144438', ((459.60600000000005, 197.17439999999996), (6, 10)))
(u'144439', ((418.45470588235298, 225.52529411764704), (8, 10)))
(u'144440', ((445.27348837209291, 267.45651162790699), (15, 23)))
(u'144441', ((492.52200000000005, 438.14700000000005), (2, 4)))
(u'144442', ((547.25999999999999, 547.64999999999998), (0, 0)))
(u'144443', ((547.24466666666683, 547.55600000000004), (8, 6)))
(u'144444', ((546.27212121212119, 530.99939393939394), (13, 2)))
(u'144445', ((547.01210526315776, 547.65157894736842), (9, 8)))
(u'144446', ((546.49944444444441, 547.54611111111114), (10, 3)))
(u'144447', ((546.54124999999999, 547.52125000000012), (10, 4)))
(u'144448', ((546.84800000000018, 547.48500000000001), (1, 4)))
(u'144449', ((546.65420000000017, 525.62239999999986), (19, 4)))
(u'144450', ((542.12391304347818, 547.49739130434773), (8, 4)))
(u'144451', ((546.3919626168223, 527.12813084112179), (40, 8)))
(u'144452', ((546.64527027027032, 547.18472972972995), (33, 38)))
(u'144453', ((546.69000000000005, 547.11238095238093), (13, 5)))
(u'144454', ((546.52333333333331, 547.08692307692331), (12, 14)))
(u'144455', ((546.72200000000009, 547.01280000000008), (9, 8)))
(u'144456', ((546.34916666666675, 546.9908333333334), (6, 6)))
(u'144457', ((546.00200000000007, 547.29000000000008), (2, 1)))
(u'144458', ((546.71571428571428, 546.97142857142842), (5, 2)))
(u'144459', ((546.56999999999994, 547.04999999999995), (2, 2)))
(u'144500', ((545.87, 547.98000000000002), (1, 2)))
(u'144501', ((486.90152173913049, 535.12195652173887), (10, 2)))
(u'144502', ((546.42142857142869, 468.92285714285708), (14, 8)))
(u'144503', ((546.47000000000003, 546.90999999999997), (1, 1)))
(u'144504', ((523.64083333333338, 524.11458333333348), (2, 2)))
(u'144505', ((546.46333333333337, 546.87666666666667), (1, 1)))
(u'144506', ((546.5069565217392, 546.9395652173913), (5, 8)))
(u'144507', ((546.52250000000004, 546.86750000000006), (3, 1)))
(u'144508', ((546.32799999999997, 546.83400000000006), (1, 2)))
(u'144509', ((546.11000000000001, 547.12), (0, 1)))
(u'144510', ((546.57058823529405, 546.8976470588234), (9, 2)))
(u'144511', ((546.5707692307692, 546.86153846153843), (9, 7)))
(u'144512', ((483.15104651162761, 190.8604651162791), (17, 35)))
(u'144513', ((508.59688888888866, 377.06888888888892), (6, 14)))
(u'144514', ((536.99701754385978, 355.27157894736848), (2, 27)))
(u'144515', ((546.57409090909084, 273.62), (7, 10)))
(u'144516', ((546.60613636363632, 298.46045454545452), (19, 18)))
(u'144517', ((546.5535000000001, 355.61200000000002), (8, 10)))
(u'144518', ((546.36749999999984, 342.08958333333334), (6, 9)))
(u'144519', ((546.51499999999999, 273.53833333333336), (3, 3)))
(u'144520', ((546.29105263157896, 201.63789473684213), (11, 7)))
(u'144521', ((546.47058823529414, 160.91764705882355), (7, 8)))
(u'144522', ((480.77920000000006, 284.60320000000002), (6, 14)))
(u'144523', ((355.20699999999999, 109.53899999999999), (7, 5)))
(u'144524', ((390.44571428571425, 156.41), (4, 3)))
(u'144525', ((546.67941176470583, 439.97862745098047), (22, 18)))
(u'144526', ((546.63, 390.83714285714285), (3, 2)))
(u'144527', ((546.64111111111106, 365.03111111111116), (4, 5)))
(u'144528', ((522.68652173913051, 333.0791304347826), (2, 11)))
(u'144529', ((546.51478260869555, 380.58826086956526), (8, 14)))
(u'144530', ((546.5808108108107, 354.76324324324321), (14, 18)))
(u'144531', ((546.44092592592574, 425.45259259259262), (16, 16)))
(u'144532', ((546.45749999999998, 273.5), (3, 3)))
(u'144533', ((546.67399999999986, 218.85466666666667), (7, 6)))
(u'144534', ((546.41515151515159, 414.26939393939386), (12, 11)))
(u'144535', ((545.97235294117661, 353.90647058823532), (16, 17)))
(u'144536', ((546.01649999999995, 410.279), (9, 7)))
(u'144537', ((546.04972222222216, 471.13166666666672), (10, 8)))
(u'144538', ((546.37239130434773, 546.7641304347826), (16, 16)))
(u'144539', ((546.36519999999985, 546.82600000000002), (4, 8)))
(u'144540', ((546.23695652173899, 546.7208695652173), (8, 10)))
(u'144541', ((535.0736363636363, 496.99599999999987), (8, 9)))
(u'144542', ((544.64687500000002, 546.77874999999995), (4, 8)))
(u'144543', ((546.34875, 410.08375000000001), (2, 1)))
(u'144544', ((543.44678571428574, 429.51071428571413), (2, 12)))
(u'144545', ((545.83470588235286, 514.60352941176473), (7, 2)))
(u'144546', ((545.60655172413817, 358.30620689655177), (6, 18)))
(u'144547', ((545.58863636363651, 323.09636363636361), (4, 13)))
(u'144548', ((545.64799999999991, 382.85699999999997), (3, 6)))
(u'144549', ((545.67096153846148, 473.30019230769238), (19, 14)))
(u'144550', ((545.49999999999989, 547.05666666666673), (2, 3)))
(u'144551', ((546.29086956521712, 546.86956521739137), (5, 8)))
(u'144552', ((545.86777777777786, 546.85888888888894), (5, 3)))
(u'144553', ((546.032380952381, 520.66857142857157), (7, 2)))
(u'144554', ((546.25, 546.59666666666669), (1, 1)))
(u'144555', ((546.05600000000004, 546.60400000000004), (3, 2)))
(u'144556', ((545.90181818181816, 546.76818181818192), (7, 4)))
(u'144557', ((545.58727272727265, 546.60363636363638), (2, 4)))
(u'144558', ((545.90761904761916, 442.47142857142853), (13, 6)))
(u'144559', ((544.94901639344266, 474.84180327868859), (22, 14)))
(u'144600', ((545.08599999999956, 437.16369230769232), (14, 24)))
(u'144601', ((545.70868852458989, 501.55180327868834), (25, 10)))
(u'144602', ((545.64040000000011, 480.81039999999996), (12, 5)))
(u'144603', ((545.71343750000017, 443.77218749999992), (13, 10)))
(u'144604', ((545.44090909090903, 546.4163636363636), (6, 4)))
(u'144605', ((545.52533333333338, 528.15499999999997), (17, 2)))
(u'144606', ((535.46931034482748, 537.08689655172429), (4, 2)))
(u'144607', ((545.70230769230773, 378.15076923076924), (5, 6)))
(u'144608', ((545.46749999999997, 273.33750000000003), (5, 2)))
(u'144609', ((545.80096774193544, 493.35451612903245), (10, 5)))
(u'144610', ((545.47285714285704, 468.05714285714294), (3, 2)))
(u'144611', ((545.84819672131141, 475.04229508196727), (21, 14)))
(u'144612', ((545.62470588235271, 396.83745098039213), (21, 19)))
(u'144613', ((545.77147058823505, 458.25426470588224), (28, 22)))
(u'144614', ((545.66901639344235, 519.42721311475407), (15, 6)))
(u'144615', ((545.49097560975588, 466.38292682926829), (18, 10)))
(u'144616', ((545.35166666666669, 273.14333333333337), (2, 3)))
(u'144617', ((545.24727272727262, 496.85090909090917), (7, 2)))
(u'144618', ((545.52285714285711, 546.17571428571421), (3, 2)))
(u'144619', ((545.76926829268291, 453.21902439024387), (23, 7)))
(u'144620', ((545.02999999999997, 273.14999999999998), (0, 1)))
(u'144621', ((545.77350000000001, 519.04900000000009), (8, 1)))
(u'144622', ((545.98000000000002, 409.77750000000003), (2, 1)))
(u'144623', ((545.62432432432422, 487.34729729729725), (18, 8)))
(u'144624', ((545.5757142857143, 546.57142857142856), (3, 3)))
(u'144625', ((545.70974999999987, 478.16175000000004), (18, 7)))
(u'144626', ((545.51216216216199, 383.83351351351359), (12, 12)))
(u'144627', ((545.24523809523794, 286.09642857142853), (14, 19)))
(u'144628', ((545.18965517241395, 263.67172413793099), (7, 18)))
(u'144629', ((545.08299999999986, 368.79699999999991), (17, 21)))
(u'144630', ((545.43777777777768, 424.75888888888892), (2, 4)))
(u'144631', ((545.15999999999985, 312.19857142857148), (2, 4)))
(u'144632', ((545.34571428571417, 429.21214285714279), (8, 5)))
(u'144633', ((500.06437499999976, 432.36916666666656), (6, 13)))
(u'144634', ((545.21066666666661, 546.19733333333329), (6, 3)))
(u'144635', ((347.06636363636358, 348.06727272727272), (7, 5)))
(u'144636', ((478.9131707317074, 479.44146341463431), (10, 10)))
(u'144637', ((448.56377777777783, 461.10377777777779), (12, 12)))
(u'144638', ((305.40560000000005, 436.92199999999997), (9, 8)))
(u'144639', ((396.1754545454545, 546.07454545454539), (4, 2)))
(u'144640', ((545.59000000000003, 546.0), (0, 0)))
(u'144641', ((408.99124999999998, 409.71375), (3, 4)))
(u'144642', ((424.22222222222223, 424.56999999999999), (4, 4)))
(u'144643', ((545.10000000000002, 545.84000000000003), (1, 0)))
(u'144644', ((272.755, 545.94499999999994), (1, 1)))
(u'144645', ((318.2525, 318.42166666666668), (9, 6)))
(u'144646', ((370.91880000000003, 458.80960000000005), (10, 4)))
(u'144647', ((449.25647058823535, 481.75529411764705), (4, 4)))
(u'144648', ((451.52379310344827, 470.84517241379297), (5, 6)))
(u'144649', ((376.20137931034492, 470.87172413793098), (11, 5)))
(u'144650', ((272.63062500000001, 443.75062500000001), (6, 6)))
(u'144651', ((520.75181818181818, 446.87636363636358), (2, 6)))
(u'144652', ((545.35857142857139, 546.5971428571429), (4, 3)))
(u'144653', ((462.26303030303046, 547.89727272727248), (9, 9)))
(u'144654', ((406.23470588235296, 535.76294117647046), (18, 2)))
(u'144655', ((181.8388888888889, 363.98666666666662), (3, 3)))
(u'144656', ((224.24588235294118, 385.58882352941174), (10, 9)))
(u'144657', ((485.07393939393944, 496.65757575757561), (21, 14)))
(u'144658', ((530.50666666666666, 516.00750000000016), (2, 3)))
(u'144659', ((509.23999999999995, 473.512), (1, 4)))
(u'144700', ((529.76882352941186, 498.18970588235288), (2, 6)))
(u'144701', ((522.54446808510625, 500.21617021276575), (4, 7)))
(u'144702', ((484.82222222222219, 546.3950000000001), (4, 7)))
(u'144703', ((450.61695652173916, 546.41782608695667), (4, 10)))
(u'144704', ((513.18764705882359, 546.75176470588247), (1, 6)))
(u'144705', ((428.90571428571428, 468.45928571428573), (5, 4)))
(u'144706', ((441.92999999999995, 416.33904761904756), (5, 8)))
(u'144707', ((384.11370370370378, 405.09185185185174), (12, 10)))
(u'144708', ((218.36085714285718, 327.82028571428572), (17, 15)))
(u'144709', ((283.85000000000002, 480.90960000000001), (13, 6)))
(u'144710', ((461.20120689655164, 499.44086206896566), (16, 10)))
(u'144711', ((479.33658536585364, 533.27219512195143), (8, 2)))
(u'144712', ((428.76142857142861, 507.66928571428576), (6, 1)))
(u'144713', ((223.2290909090909, 372.67863636363631), (9, 10)))
(u'144714', ((311.90107142857141, 390.36678571428581), (12, 14)))
(u'144715', ((363.94533333333334, 400.86133333333339), (15, 16)))
(u'144716', ((412.02066666666667, 437.17088888888895), (10, 18)))
(u'144717', ((415.52857142857152, 416.32357142857137), (13, 17)))
(u'144718', ((491.29775000000001, 491.97475000000003), (8, 8)))
(u'144719', ((454.82472222222231, 546.62888888888892), (9, 16)))
(u'144720', ((446.69606060606077, 546.61545454545433), (8, 17)))
(u'144721', ((489.55655172413793, 546.64344827586217), (4, 12)))
(u'144722', ((545.65187500000002, 546.90937499999995), (6, 8)))
(u'144723', ((546.28023529411769, 488.87600000000026), (35, 17)))
(u'144724', ((546.34244444444425, 449.72933333333327), (15, 13)))
(u'144725', ((546.1244067796606, 500.41881355932185), (22, 8)))
(u'144726', ((546.09777777777765, 546.69277777777779), (8, 5)))
(u'144727', ((546.02538461538461, 546.63923076923072), (4, 6)))
(u'144728', ((546.01071428571436, 546.71928571428566), (3, 6)))
(u'144729', ((546.15580645161299, 546.65870967741932), (11, 19)))
(u'144730', ((546.00499999999988, 546.75807692307694), (8, 11)))
(u'144731', ((546.0894736842107, 546.70368421052638), (11, 6)))
(u'144732', ((546.08249999999998, 546.64250000000004), (4, 2)))
(u'144733', ((546.19399999999985, 546.66599999999994), (5, 4)))
(u'144734', ((545.41666666666663, 546.59666666666669), (1, 2)))
(u'144735', ((545.34000000000003, 546.755), (1, 3)))
(u'144736', ((515.59944444444443, 546.66111111111104), (2, 6)))
(u'144737', ((436.91800000000001, 437.26800000000003), (2, 2)))
(u'144738', ((546.18666666666661, 546.58111111111111), (5, 3)))
(u'144739', ((545.86500000000001, 478.26999999999998), (3, 1)))
(u'144740', ((517.30736842105262, 517.85473684210524), (2, 2)))
(u'144741', ((546.1588888888889, 546.70888888888885), (4, 4)))
